id,popularity,vote_average,vote_count
1125284,0.0327,0.0,0
1433329,0.0362,0.0,0
728457,0.2251,6.0,1
730415,0.1033,0.0,0
1049940,0.0379,0.0,0
484297,0.5945,6.8,65
549514,2.0724,6.036,373
717132,0.6117,6.0,3
765459,0.1101,0.0,0
716273,5.9642,0.0,0
654959,0.1455,4.3,9
746847,0.0698,7.0,2
1125278,0.0827,0.0,0
761613,0.2144,0.0,0
732337,0.1119,4.7,6
752495,0.1583,5.4,5
658558,1.7906,4.346,26
671502,1.4232,0.0,0
679901,0.8171,5.1,7
675554,0.3783,2.786,21
736817,0.2612,5.5,2
744940,0.2392,5.7,23
853713,0.2088,0.0,0
746971,0.117,0.0,0
653598,1.9888,6.4,525
608317,0.318,7.532,252
552116,0.3897,4.0,4
796176,0.1431,0.0,0
671042,0.1878,7.3,3
512393,0.0503,0.0,0
667114,0.6392,0.0,0
674231,0.1348,0.0,0
628917,1.6077,5.738,566
710356,5.1292,7.245,642
692973,0.0193,0.0,0
728204,0.7095,6.9,26
740264,0.1492,6.0,4
760484,1.5113,4.929,7
623238,0.2755,6.7,31
947350,0.4662,7.0,2
1142502,0.146,1.0,1
514847,6.7305,6.635,3535
721582,0.2581,0.0,0
616214,0.1637,5.3,16
659986,0.7249,5.617,433
808805,0.1848,1.0,2
741011,0.6571,8.0,265
766419,0.1126,9.0,2
790227,0.1569,5.6,17
1065381,0.1155,5.0,1
1125280,0.0602,0.0,0
982064,0.1125,0.0,0
741032,0.7018,6.268,41
830749,0.1648,7.0,1
752640,0.0731,4.0,3
528402,0.4636,5.6,31
1306593,0.1861,0.0,0
719010,0.4751,6.0,6
935218,0.2943,10.0,1
745567,0.9109,0.0,0
659290,0.5081,6.668,184
732488,0.2825,7.0,8
708726,0.0929,0.0,0
738730,0.1582,4.0,1
745464,0.127,0.0,0
736485,0.6126,6.3,180
638423,0.4308,7.3,16
690660,0.0835,0.0,0
996248,0.0168,0.0,0
729304,1.0392,6.2,5
740307,0.1403,0.0,0
739017,0.0785,5.5,1
1050276,0.4053,1.0,1
661137,0.4023,5.2,39
637272,0.1972,4.0,2
572197,0.8971,6.9,31
759927,0.2219,1.0,2
1270430,0.0558,0.0,0
503335,0.161,4.5,10
707886,2.0789,7.56,1157
493550,0.2499,5.0,4
779207,0.0716,7.0,1
520318,4.4563,7.2,192
734725,0.0902,8.5,2
1154793,0.3103,0.0,0
1193602,0.1423,0.0,0
1100464,0.0256,0.0,0
713607,3.0306,2.5,2
650765,0.1805,7.0,6
669117,0.1547,4.0,2
514207,3.632,6.863,873
662160,0.094,0.0,0
1225430,0.052,0.0,0
728148,0.1709,5.6,10
729286,0.1452,2.0,1
576917,0.653,7.307,43
744738,0.5272,4.594,53
693158,4.3188,6.57,359
1100462,0.0379,0.0,0
696616,0.2985,5.444,18
705715,0.2532,3.7,67
569916,0.2384,8.0,1
589973,0.3545,5.2,14
717676,0.3075,6.4,22
748899,0.1599,6.6,12
760752,0.0865,0.0,0
1100351,0.0389,0.0,0
672722,0.5609,0.0,0
785743,0.1063,0.0,0
734871,0.6121,5.0,2
748852,0.3327,7.1,5
544075,0.1839,5.879,95
1002896,0.0921,8.5,1
594174,0.2612,5.0,10
718030,0.1214,6.4,7
988748,0.0286,1.0,2
694741,0.3671,5.5,4
732310,0.4407,6.573,41
646593,4.511,5.3,305
698599,0.0679,0.0,0
400160,4.4995,7.4,2949
740842,0.0657,0.0,0
704440,2.3154,6.0,5
1018321,0.3674,0.0,0
750596,0.4311,6.9,15
741347,0.2348,6.0,4
699709,0.0621,0.0,0
846979,0.1011,0.0,0
1100352,0.0607,0.0,0
830079,0.2234,0.0,0
814084,0.1156,4.2,4
788936,0.0913,7.0,1
736780,0.0286,0.0,0
827873,0.4347,3.0,2
890513,0.3928,10.0,1
653754,1.2132,5.8,5
721948,0.191,10.0,1
761765,0.0706,6.0,1
784910,0.0618,0.0,0
579828,1.7999,5.9,348
737503,0.186,0.0,0
715123,2.1555,6.296,490
660982,3.4806,6.147,690
838279,0.0972,1.0,1
536725,0.8385,5.1,42
755977,0.3168,4.909,11
720042,1.562,2.0,4
760179,0.2394,6.6,14
955470,0.0546,0.0,0
704669,0.0339,0.0,0
525798,0.3685,4.625,8
746056,0.6709,6.6,42
736052,0.0281,0.0,0
852316,0.4623,6.0,1
671474,0.2082,3.6,12
802242,0.0495,0.0,0
632304,1.2217,5.406,134
793680,0.1093,0.0,0
1031365,0.1355,6.0,1
642208,4.2741,6.9,348
743055,0.4387,6.0,2
716676,0.1979,6.0,6
685964,0.3169,3.0,4
761563,1.4542,6.151,192
661397,0.1963,2.063,8
779019,0.7357,6.5,50
646371,0.3815,5.8,11
754736,0.118,0.0,0
756650,0.0949,5.0,3
676156,0.529,5.9,27
750758,1.0311,6.0,1
698844,0.0453,0.0,0
642380,0.1382,3.654,13
680880,0.3804,6.407,43
755232,0.0143,0.0,0
669228,0.0872,10.0,2
1033751,0.0404,0.0,0
767080,0.1794,0.0,0
782086,0.2089,5.0,3
863546,0.0689,0.0,0
782073,0.053,0.0,0
731240,0.2367,0.0,0
517412,4.6466,5.815,363
1170383,0.317,8.4,5
884049,0.2246,0.0,0
660521,2.1184,5.983,30
750471,0.5269,5.962,13
344031,0.4252,7.09,83
662711,0.1432,5.4,5
667953,0.5479,6.4,13
664797,0.1371,4.0,1
585744,0.5275,6.7,131
694119,0.0286,0.0,0
796517,0.1084,0.0,0
744366,0.3646,6.0,1
726739,1.4157,6.3,253
458793,0.2687,7.0,12
554433,0.3182,5.6,7
766146,0.1061,0.0,0
728096,0.2808,6.0,6
836498,0.1089,0.0,0
1214192,0.3849,0.0,0
713836,0.2084,0.0,0
686003,0.4349,4.308,39
722771,0.0646,0.0,0
927562,0.1862,0.0,0
627518,0.1551,9.0,1
757013,0.114,6.4,5
690935,0.0898,3.0,4
516486,4.9633,7.411,3218
750598,0.1341,6.0,3
754607,0.0822,2.0,3
522444,1.819,5.181,464
666175,0.3282,5.8,20
806618,1.9466,0.0,0
822642,0.0664,0.0,0
781342,0.1259,0.0,0
570358,0.3218,5.969,32
586695,2.1131,6.4,32
757320,0.2864,4.0,1
825577,0.0368,0.0,0
718334,0.2979,6.4,6
763214,0.2604,0.0,0
741494,0.1663,5.0,1
666752,0.0834,6.0,1
619083,0.9151,7.25,12
1060476,0.1175,0.0,0
959704,0.1626,0.0,0
671074,1.3654,4.5,2
671074,1.3654,4.5,2
834898,0.0559,0.0,0
650842,0.0516,4.0,1
682825,0.2027,3.5,26
765736,0.1339,7.333,3
702869,0.2008,7.9,8
728791,0.2182,5.0,41
721625,4.0015,6.2,774
765135,0.1775,6.5,2
678931,0.4392,9.0,4
758992,0.0941,7.0,2
614696,5.695,7.215,2000
669337,0.2724,6.0,15
1329272,0.1068,0.0,0
746800,0.0563,5.3,3
749734,0.0982,6.4,5
581526,2.6172,6.895,223
724989,1.2286,4.952,656
714351,2.2409,5.5,114
765729,0.1403,5.0,7
508687,0.4343,4.2,11
931153,0.1095,3.5,2
748279,0.0737,0.0,0
700567,0.4297,1.2,2
660047,0.6786,5.7,6
1296963,0.0286,0.0,0
620924,0.5273,4.6,133
661334,0.9601,6.7,39
722075,0.1212,0.0,0
670426,0.4405,5.408,98
795193,0.1799,1.5,2
872172,0.1921,7.0,1
1183174,0.067,6.0,1
779485,0.0696,0.0,0
665894,0.502,6.5,36
751097,0.1806,4.333,3
671397,0.4395,7.375,8
732927,0.317,6.0,5
779572,1.3932,0.0,0
763233,0.0654,5.8,8
746547,0.3348,7.344,32
696893,0.0588,7.2,12
526702,2.4914,7.996,351
771119,0.0379,6.0,1
707610,3.7397,6.143,14
744929,0.1455,5.6,7
792325,0.0387,0.0,0
614971,0.2992,6.278,54
653745,0.2044,1.0,2
723122,0.6695,5.0,1
946791,0.149,0.0,0
454433,1.093,6.9,213
1402124,0.0474,0.0,0
1078340,0.3258,6.0,1
684420,0.3409,3.739,46
680483,0.0892,0.0,0
1283458,0.0758,0.0,0
768891,0.0466,0.0,0
741874,0.0947,4.0,1
687073,0.0648,0.0,0
504409,0.3354,3.8,5
653575,0.1316,6.13,54
688136,0.0478,0.0,0
662940,0.4909,6.5,3
582014,4.7744,7.397,3596
752637,0.0727,5.7,3
763368,0.2737,5.227,33
717675,0.5025,6.335,127
699115,0.6087,0.0,0
661037,0.1524,4.4,8
741146,0.0363,7.0,1
753445,0.1132,0.0,0
697741,0.3423,6.643,42
724109,4.0222,5.5,12
757809,0.1255,3.0,1
546121,3.4959,7.227,2814
893098,0.1276,0.0,0
733906,1.7594,6.1,17
663459,0.5235,6.919,118
718444,1.6165,5.598,726
547017,4.4795,6.1,198
743888,0.2531,3.618,119
706727,0.1519,4.5,13
893098,0.1276,0.0,0
680338,0.1354,2.0,2
783839,0.2078,0.0,0
721343,0.3084,5.9,19
975027,0.1057,6.8,8
730060,0.1275,5.0,2
774247,0.159,6.0,1
630211,0.922,7.679,39
715658,0.3317,6.0,111
750630,0.0943,6.0,1
680986,0.2849,6.3,3
689160,2.0603,10.0,1
618229,0.2825,6.154,26
746045,0.2622,6.809,55
675323,0.4686,4.4,6
702101,0.088,0.0,0
415311,0.8028,4.925,147
995468,0.0762,4.5,4
741667,0.1061,0.0,0
572123,0.2735,6.5,13
748126,0.0869,0.0,0
784159,0.0835,0.0,0
865870,0.1367,0.0,0
1267219,0.1168,1.5,2
521007,3.6441,5.978,314
668366,0.1402,8.0,1
668044,0.1199,4.0,3
686684,1.703,5.8,38
752764,0.0362,0.0,0
622469,0.3622,6.6,66
670266,1.3628,6.069,246
1111040,0.0965,0.0,0
717716,0.295,6.0,1
677574,2.0507,5.9,35
777280,0.1881,0.0,0
827554,0.0286,0.0,0
690306,0.089,0.0,0
750121,0.317,4.7,28
691126,0.1963,6.3,5
690667,0.055,0.0,0
789774,0.1346,10.0,1
686827,0.0814,8.0,1
787619,0.4926,6.3,23
653910,0.5275,6.136,154
706634,1.3848,5.5,2
858634,1.0033,0.0,0
753144,0.0168,0.0,0
625552,2.4093,6.1,8
1035779,0.0311,0.0,0
727348,1.292,7.0,1
741861,0.0812,3.0,2
797175,0.0931,4.0,1
834699,0.1173,7.0,1
787487,0.0585,1.0,2
878259,0.3805,0.0,0
740883,0.1446,7.125,4
764141,0.1009,7.5,2
753740,0.0362,5.0,1
743478,0.5232,8.0,1
662167,0.482,4.1,7
665166,0.4619,0.0,0
858180,1.1426,6.0,2
759870,1.6504,0.0,0
712110,0.3087,4.389,18
682744,1.6724,6.5,4
1487433,0.0621,0.0,0
608386,0.2031,4.0,4
743352,1.151,8.0,0
782672,0.0495,0.0,0
340102,4.7111,6.1,3646
852773,0.0214,0.0,0
709169,0.3349,4.526,19
1106809,0.2796,0.0,0
718529,0.2989,5.2,37
1057293,0.0286,0.0,0
659551,0.4395,5.518,28
738968,3.1589,6.0,1
711434,0.0416,4.5,2
750638,3.2807,10.0,1
521531,0.6039,5.973,92
660004,0.3604,5.727,64
701510,0.3732,5.3,26
663881,1.8167,6.369,42
653601,4.1899,5.653,590
599520,0.3636,5.667,12
728939,0.4338,5.811,46
781188,0.2702,4.3,22
353047,4.1665,7.254,65
752898,1.6143,7.0,3
746381,0.3927,0.0,0
749309,0.1062,0.0,0
750109,4.2316,4.4,9
649580,0.0721,2.0,2
739617,0.1045,0.0,0
741592,4.5259,4.6,59
579221,0.4516,6.3,29
539529,0.2349,6.7,51
667018,0.1309,7.2,74
727515,0.1091,6.0,1
752073,0.2755,7.3,3
757137,0.13,3.0,1
707776,0.1387,0.0,0
667635,0.1074,7.0,5
756363,0.2622,5.5,2
593517,0.0495,4.0,4
661950,1.3416,5.9,199
665488,5.0751,5.728,248
594089,0.1474,5.9,17
743849,0.2007,5.0,3
658462,0.2024,5.7,13
642121,2.115,7.9,153
943898,0.0838,0.0,0
592834,5.5829,6.868,1351
1390083,0.2057,0.0,0
653727,0.2481,5.219,16
791862,0.2333,7.0,1
726239,0.2696,6.13,69
728796,0.412,5.659,88
643791,0.1808,4.8,23
733366,0.0679,7.0,2
639965,1.3197,5.4,22
746952,0.0852,0.0,0
647551,0.0798,3.0,1
1453444,1.0808,0.0,0
849464,0.9326,0.0,0
821175,0.1353,0.0,0
619594,0.9944,6.3,189
598215,0.6706,5.2,130
714903,0.8208,4.0,1
740581,0.5297,7.8,4
698489,0.1586,6.3,9
684684,3.1221,5.291,127
733721,0.649,6.0,3
756602,0.1678,0.0,0
745475,0.1592,6.9,7
728129,0.2268,5.9,4
966136,0.0352,0.0,0
645287,0.1102,0.0,0
759893,0.1016,6.0,5
656558,0.1986,3.5,2
592717,0.4743,6.593,44
754856,0.1591,0.0,0
1441506,0.0855,0.0,0
713059,0.38,3.853,34
714040,0.0256,6.0,1
793602,2.2857,5.0,2
1288484,0.4533,9.0,1
575088,1.5694,6.359,365
702525,1.4785,7.1,225
663160,0.5347,5.5,2
780592,1.9476,0.0,0
649523,1.2913,5.8,19
696507,0.8889,7.58,44
766878,0.0903,7.0,4
736609,0.0768,0.0,0
748912,0.1318,8.2,4
743022,0.3334,5.407,43
694320,0.0579,6.0,1
1167314,0.3541,0.0,0
1099196,0.2144,0.0,0
822009,0.1691,6.7,6
806586,0.0534,0.0,0
689540,0.2926,6.605,19
663706,0.3791,3.7,24
806023,0.0797,0.0,0
586947,1.5663,6.5,2
629994,0.2373,6.6,8
850861,0.1262,0.0,0
508935,1.9812,7.0,315
701548,0.3087,4.063,8
830239,0.0286,0.0,0
566397,2.0707,7.088,147
669973,0.174,7.3,3
727006,0.0987,6.833,6
647563,0.2213,3.0,8
648705,1.3171,5.4,19
648756,0.0872,6.5,2
586461,4.125,6.596,824
728912,0.1987,6.353,17
653738,0.1597,9.5,2
821166,0.0261,0.0,0
703134,0.8681,5.67,191
801291,0.1165,0.0,0
764135,0.2558,4.6,5
540414,0.5306,6.228,57
803186,1.1482,6.0,1
737793,0.455,7.172,29
724717,1.1761,5.233,135
728131,0.1123,6.75,30
859430,0.0924,10.0,1
630566,5.0352,8.242,1042
660549,0.4455,5.5,41
875423,0.0445,7.0,1
848924,0.2653,0.0,0
666338,0.2673,5.8,15
726420,0.256,6.3,3
916455,1.4638,0.0,0
675363,0.0347,0.0,0
654981,0.1384,6.7,3
736169,0.7431,4.3,7
602654,3.2966,5.539,411
718750,0.2574,0.0,0
694910,0.0747,0.0,0
1401194,0.2594,0.0,0
814414,0.0809,0.0,0
738967,1.0197,8.0,1
547016,4.7212,7.108,4697
794799,0.71,9.5,2
627103,0.5179,5.966,88
744152,0.6322,0.0,0
724901,0.7706,4.7,23
1139744,0.1065,0.0,0
669160,0.0322,5.0,1
741110,0.245,5.6,28
570670,5.3624,7.101,6130
785848,0.1548,0.0,0
757853,0.2815,5.0,5
1266758,0.0848,0.0,0
749544,0.1736,5.1,7
667858,1.4377,1.0,2
664177,0.3947,5.948,164
663971,0.0352,6.0,1
740966,1.0961,6.7,35
663236,0.094,0.0,0
703732,1.2042,7.3,3
844203,0.1468,2.0,2
508439,4.3516,7.645,6477
755202,0.1201,8.0,1
575157,0.185,5.8,2
627616,0.1841,6.4,19
793257,0.0678,10.0,1
672955,0.7935,7.6,48
698058,0.0143,3.5,2
759930,0.1544,8.045,11
630220,0.8474,7.404,706
915275,0.0379,0.0,0
749644,0.8711,6.0,1
1538811,0.0441,0.0,0
586591,0.1684,4.0,3
927238,0.0327,0.0,0
612995,0.2574,5.2,14
851233,0.2271,4.0,2
841396,0.0759,5.0,1
691478,0.3448,6.3,3
741120,0.0714,0.0,0
733692,0.2295,0.0,0
679057,1.8137,5.167,6
669179,0.5054,5.0,5
1185086,0.1882,10.0,1
667331,0.0759,6.0,2
706260,0.8566,6.4,47
799063,0.2201,7.0,2
686245,0.784,4.832,259
655297,3.0789,5.533,15
718752,0.0875,0.0,0
647781,0.5447,4.953,75
696428,0.1846,4.4,5
655080,0.288,5.045,56
677080,0.1112,0.0,0
724574,0.7685,7.5,34
755230,0.8645,5.9,34
724427,0.302,4.676,34
661977,1.0273,2.0,1
1458503,0.1111,10.0,2
968859,0.0889,0.0,0
758094,0.0516,0.0,0
734288,0.3101,5.308,13
778844,0.4642,5.6,15
764193,0.0987,0.0,0
838869,0.0536,7.0,1
647785,1.0289,6.2,248
1018337,0.8137,0.0,0
589696,0.1636,1.0,3
689402,0.0538,4.0,5
767497,0.1027,7.0,2
718887,2.8839,1.2,4
646454,0.242,6.7,3
1292692,0.3252,0.0,0
868673,0.1123,0.0,0
721138,0.3633,5.1,14
675256,0.3472,4.0,4
663875,3.4043,2.0,1
664413,5.2231,7.004,9417
674304,0.2719,6.3,3
605755,0.1754,5.6,7
731376,0.0413,0.0,0
501738,0.5279,6.701,139
670347,0.1896,6.0,3
764524,0.1509,0.0,0
737396,0.2449,7.0,1
610908,0.2455,5.1,14
793605,1.3474,4.5,2
746695,0.065,4.5,2
741612,0.5317,5.176,105
649918,0.2093,5.5,55
615665,6.005,6.978,2325
751298,0.3119,6.5,6
706518,0.626,4.0,1
615761,0.8458,6.449,273
751186,0.1013,8.0,2
770977,0.1199,7.667,3
733837,1.3148,7.0,18
696673,0.1516,6.143,7
794985,0.1453,0.0,0
776321,0.106,5.8,3
737777,0.4999,6.486,35
639798,4.7888,6.457,685
683307,0.0631,0.0,0
611395,1.6225,6.724,248
762632,0.3303,6.697,94
750659,0.0327,8.0,1
760989,0.1033,0.0,0
872392,0.0702,0.0,0
738041,0.1984,6.5,4
785059,0.1376,0.0,0
770323,0.1479,3.7,3
775946,0.0736,0.0,0
805627,0.8133,7.222,281
1468451,0.1514,0.0,0
683105,1.23,5.0,1
761638,0.3652,0.0,0
748990,0.0651,0.0,0
1081030,0.0214,0.0,0
1292254,1.5134,0.0,0
743408,0.4622,6.6,14
709027,0.0673,0.0,0
853833,0.0782,0.0,0
985048,0.0783,0.0,0
699167,0.8082,0.0,0
751151,0.081,0.0,0
599377,2.6502,6.1,273
744864,0.2283,0.0,0
785820,0.0472,0.0,0
661679,0.2197,4.25,8
734152,0.047,0.0,0
573000,0.2133,0.0,0
677661,0.0468,10.0,1
750468,0.1578,2.3,3
650981,0.41,5.4,17
661701,0.1028,3.0,3
809684,0.0286,10.0,1
932506,0.0656,6.0,5
813874,0.1524,0.0,0
1015540,0.1582,2.0,1
671405,0.0982,6.5,2
688468,0.3265,8.2,6
717372,1.5639,5.0,5
727700,0.0214,0.0,0
686627,0.0777,0.0,0
728047,0.0759,2.0,2
588077,0.0883,0.0,0
764079,0.529,6.9,150
884483,0.2872,4.8,2
757646,0.2569,0.0,0
716750,0.1808,5.4,16
845121,0.106,8.8,3
594718,1.4788,6.533,959
1079715,0.1867,6.0,1
726075,0.2763,6.3,3
892444,0.0468,6.0,3
771264,2.1615,6.0,1
651881,0.9105,7.171,943
750811,0.0538,0.0,0
565379,3.7804,6.2,25
682697,0.2376,4.7,3
638483,0.3611,7.9,16
476637,0.2488,4.5,8
752829,0.0239,0.0,0
750634,0.1189,0.0,0
718576,0.0902,4.0,3
1527801,0.337,0.0,0
654435,0.0717,5.4,8
750142,0.0544,10.0,1
443791,3.9291,6.285,3369
1291688,0.0641,0.0,0
741689,4.6828,8.1,40
703359,1.7511,7.0,1
787506,0.089,0.0,0
816614,3.6866,6.69,29
973279,0.1171,0.0,0
743813,0.2993,0.0,0
664593,4.0943,5.8,53
840280,0.1581,8.0,1
878379,1.7744,0.5,1
679770,0.0599,0.0,0
736298,0.4829,6.2,5
681181,0.1531,4.2,5
744936,0.2424,6.364,11
644090,1.2703,6.38,664
634301,1.6554,4.25,14
610201,0.6453,5.151,96
705419,0.0646,0.0,0
727417,0.2474,6.9,5
534928,0.5333,5.435,46
726208,1.2523,6.481,790
1371828,0.0814,0.0,0
672822,1.9982,7.0,1
657350,0.8504,6.625,24
749560,0.0919,0.0,0
730804,0.1168,4.0,1
786133,0.1003,5.667,3
750602,1.5165,3.6,9
770391,0.196,6.0,3
856468,0.1082,0.0,0
736358,0.1065,0.0,0
792742,0.1908,4.6,7
764025,0.0877,0.0,0
713474,0.183,5.968,63
740269,1.3663,6.5,2
1515648,1.0109,0.0,0
779909,1.2767,0.0,0
725206,0.1842,4.5,8
696400,0.0322,0.0,0
672227,0.0767,2.0,1
729097,2.8814,5.8,13
762921,0.1842,6.5,37
1167360,1.399,0.0,0
1281982,3.2866,7.0,1
1132109,0.0502,0.0,0
723562,2.0262,7.0,3
634311,0.1101,5.9,4
481848,4.1685,7.523,3899
622139,0.1488,6.7,15
661664,0.2097,5.2,4
663774,0.0765,7.0,2
1056264,0.0877,4.0,1
505379,2.5859,6.3,1149
688391,0.0286,6.0,1
883136,0.0505,1.0,2
1460212,0.0951,1.0,1
613339,4.7185,5.5,36
719904,1.1259,6.4,6
743907,0.2619,0.0,0
581392,3.9896,6.733,2533
659994,0.687,6.295,83
680734,3.7267,6.0,82
568768,0.1608,6.889,18
666180,0.3243,5.1,96
706568,2.3326,5.7,14
1074936,0.1311,0.0,0
682618,0.184,6.0,11
763563,1.8587,5.4,6
719384,0.1233,0.0,0
656483,3.9312,6.022,45
617933,0.0731,0.0,0
732143,0.2041,0.0,0
509635,4.0374,6.371,821
589769,0.1604,8.0,3
749552,0.2606,5.5,20
756932,0.2824,0.0,0
746400,0.0143,0.0,0
1236811,0.461,8.0,1
